-156852.16	32
-156852.02	32
-156852.38	32
-156852.17	64
-156852.35	64
-156852.31	128
-156852.24	128
-156852.24	128
-156852.37	128
-156852.27	256
-156852.31	256
-156852.34	32
-156852.38	32
-156852.25	32
-156852.38	32
-156852.20	32
-156852.34	32
-156852.30	128
-156852.28	128

-150109.18	16
-150109.29	64
-150109.14	64
-150109.19	64
-150109.33	64
-150109.10	64
-150109.29	64
-150109.22	128
-150109.25	128
-150109.00	32
-150109.22	32
-150109.34	32
-150109.19	64
-150109.14	64
-150109.28	128
-150109.33	64
-150109.29	64
-150109.31	64
-150109.38	128
-150109.32	128
-150109.29	128
-150109.32	128
-150109.22	128
-150109.27	128
-150109.34	128
-150109.30	128
-150109.31	128
-150109.32	128
-150109.31	128
-150109.16	128
-150109.31	128
-150109.31	128
-150109.30	128
-150109.31	128
-150109.32	128
-150109.23	256
-150109.37	256
-150109.41	256
-150109.29	256
-150109.22	256
-150109.37	256
-150109.30	256
-150109.41	64
-150109.34	64
-150109.39	64
-150109.42	128
-150109.42	128
-150109.28	256
-150109.40	256
-150109.45	256
-150109.26	256
-150109.26	256
-150109.40	256
-150109.40	256
-150109.28	32
-150109.30	128
-150109.39	128
-150109.49	32
-150109.22	64
-150109.23	128
-150109.24	64
-150109.41	32
-150109.38	32
-150109.44	64
-150109.34	64
-150109.40	128
-150109.47	128
-150109.38	256
-150109.38	256
-150109.40	128
-150109.41	128
-150109.40	256
-150109.36	256
-150109.47	32
-150109.35	64
-150109.31	128
-150109.26	64
-150109.40	32
-150109.55	64
-150109.43	64
-150109.34	64
-150109.37	128
-150109.37	64
-150109.20	64
-150109.09	64
-150109.29	64
-150109.35	64
-150109.25	256
-150109.38	256
-150109.27	64
-150109.44	64
-150109.27	64
-150109.40	64

-143365.89	2
-143366.03	128
-143366.16	32
-143366.05	32
-143366.12	32
-143366.11	64
-143366.12	64
-143366.18	32
-143366.10	32
-143366.15	32
-143366.04	64
-143366.10	64
-143366.07	32
-143365.89	32
-143366.09	32
-143366.05	64
-143366.04	64
-143366.14	128
-143366.13	128
-143366.23	128
-143366.09	256
-143366.11	256
-143366.01	4
-143366.07	64
-143366.14	64
-143366.04	8
-143366.18	32
-143366.08	32
-143366.19	8
-143366.05	16
-143366.06	32
-143366.25	16
-143366.18	64
-143366.07	64
-143366.24	64
-143366.15	64
-143366.16	64
-143366.15	64
-143366.18	64
-143366.17	128
-143366.24	128
-143366.26	128
-143366.16	256
-143366.21	256
-143366.18	64
-143366.14	64
-143366.25	64
-143366.21	64
-143366.17	64
-143366.11	64
-143366.08	64
-143366.20	256
-143366.24	256
-143366.26	256
-143366.14	256
-143366.12	256
-143366.19	256
-143366.22	256
-143366.14	256
-143366.18	256
-143366.17	256
-143366.14	256
-143366.10	256
-143366.18	256
-143366.16	256
-143366.18	128
-143366.14	128
-143366.20	256
-143366.20	256
-143366.20	64
-143366.22	256
-143366.23	256
-143366.32	64
-143366.16	64
-143366.15	256
-143366.10	64
-143366.17	64
-143366.19	64
-143366.27	128
-143366.21	128
-143366.21	128
-143366.18	256
-143366.18	256
-143366.23	128
-143366.21	128
-143366.13	64
-143366.26	256
-143366.21	256
-143366.37	64
-143366.13	64
-143366.18	256
-143366.17	64
-143366.17	64
-143366.21	64
-143366.31	4
-143366.25	32
-143366.22	32
-143366.22	8
-143366.25	16
-143366.18	32
-143366.16	16
-143366.24	64
-143366.25	128
-143366.31	32
-143366.15	64
-143366.20	128
-143366.21	64
-143366.19	64
-143366.18	32
-143366.23	64
-143366.21	128
-143366.20	64
-143366.29	4
-143366.34	16
-143366.20	32
-143366.14	16
-143366.10	8
-143366.07	64
-143366.08	8
-143366.12	16
-143366.22	16
-143366.15	64
-143366.21	64
-143366.03	8
-143366.21	8

-136622.87	16
-136622.86	64
-136622.84	64
-136622.88	64
-136622.79	128
-136622.84	128
-136622.87	64
-136622.74	64
-136622.94	64
-136623.04	128
-136622.94	128
-136622.93	64
-136623.00	64
-136623.03	64
-136622.90	128
-136622.99	128
-136622.94	64
-136622.88	64
-136622.94	64
-136623.00	128
-136622.93	128
-136622.92	32
-136622.90	256
-136623.01	256
-136622.83	32
-136622.88	128
-136622.91	128
-136623.09	32
-136623.14	64
-136623.05	128
-136623.03	64
-136622.89	32
-136623.11	64
-136623.00	64
-136623.12	32
-136622.94	128
-136622.92	128
-136622.90	128
-136622.84	128
-136622.92	128
-136622.88	128
-136622.90	128
-136622.88	256
-136622.87	256
-136622.78	32
-136622.86	128
-136622.89	128
-136622.88	32
-136622.99	64
-136622.88	128
-136622.90	64
-136623.15	128
-136622.87	128
-136622.90	128
-136623.14	128
-136622.91	128
-136622.90	128
-136622.87	128
-136622.94	256
-136622.86	256
-136623.09	256
-136622.94	256
-136622.90	64
-136622.86	256
-136622.95	256
-136623.09	64
-136623.16	64
-136622.99	256
-136623.06	64
-136623.02	64
-136623.00	64
-136622.87	256
-136622.98	256
-136623.01	256
-136622.96	256
-136622.78	64
-136622.93	256
-136622.93	256
-136622.97	64
-136622.91	64
-136622.94	256
-136623.01	64
-136622.84	64
-136622.85	64
-136622.97	256
-136622.97	256
-136622.83	32
-136623.01	128
-136622.81	128
-136622.94	32
-136622.99	64
-136623.03	128
-136622.91	64

-129879.80	8
-129879.56	8
-129879.91	8
-129879.98	16
-129879.89	16
-129879.76	128
-129879.72	128
-129880.03	128
-129879.78	256
-129880.02	256
-129879.88	16
-129879.84	128
-129879.90	128
-129879.58	16
-129879.87	64
-129879.68	64
-129879.94	16
-129879.98	32
-129879.64	64
-129879.67	32
-129879.76	16
-129879.88	128
-129879.99	128
-129879.78	16
-129879.99	64
-129879.82	64
-129879.96	16
-129879.64	32
-129879.69	64
-129879.85	32
-129879.63	16
-129879.80	128
-129879.86	128
-129879.74	16
-129879.96	64
-129879.87	64
-129879.87	16
-129879.91	32
-129879.94	64
-129879.87	32
-129879.87	64
-129879.83	128
-129879.91	256
-129879.86	256
-129879.86	128
-129879.74	32
-129879.90	32
-129879.70	128
-129879.75	128
-129879.96	128
-129879.76	128
-129879.88	32
-129879.87	128
-129879.86	128
-129879.79	32
-129879.83	32
-129879.76	128
-129879.94	32
-129879.82	32
-129879.83	32
-129879.75	64
-129879.87	256
-129879.77	256
-129879.86	128
-129879.93	128
-129879.83	128
-129880.10	128
-129879.94	128
-129879.62	32
-129879.96	128
-129879.80	128
-129879.92	32
-129879.91	32
-129879.81	128
-129879.93	32
-129879.80	32
-129879.77	32
-129879.97	128
-129879.84	256
-129879.84	256
-129879.85	128
-129879.87	256
-129879.82	128
-129879.91	128
-129879.81	256
-129879.84	64

-123136.84	16
-123136.82	16
-123136.95	16
-123136.92	32
-123136.87	32
-123136.79	32
-123136.74	256
-123136.79	256
-123136.46	32
-123137.02	128
-123136.70	128
-123136.90	32
-123136.79	64
-123136.83	128
-123136.75	64
-123136.63	64
-123136.82	64
-123136.75	128
-123136.94	128
-123136.80	64
-123136.71	64
-123136.71	64
-123136.71	128
-123136.76	128
-123136.75	64
-123136.73	64
-123136.89	64
-123136.81	128
-123136.90	128
-123136.77	64
-123136.69	128
-123136.75	128
-123136.83	128
-123136.76	128
-123136.70	128
-123136.70	128
-123136.60	128
-123136.63	128
-123136.73	128
-123136.49	128
-123136.74	128
-123136.77	128
-123136.61	128
-123137.08	128

-116393.87	4
-116393.74	32
-116393.78	32
-116393.62	4
-116394.03	16
-116393.79	16
-116394.13	4
-116393.84	8
-116393.70	16
-116393.75	8
-116393.59	128
-116393.89	128
-116393.88	256
-116393.65	256
-116393.89	128
-116393.44	16
-116393.56	32
-116393.53	32
-116393.89	64
-116393.47	64
-116393.59	16
-116393.55	32
-116393.50	64
-116393.54	64
-116393.54	16
-116393.76	64
-116393.76	64
-116393.72	32
-116393.50	32
-116393.88	64
-116393.93	64
-116393.93	32
-116393.91	32

-109650.86	16
-109650.92	16
-109650.99	32
-109650.69	32
-109650.96	16
-109650.63	64
-109650.85	64
-109650.68	64
-109650.56	128
-109650.62	128

-102907.92	8
-102907.81	8
-102907.87	8
-102907.73	16
-102907.94	16
-102907.81	64

-96164.89	16

-89421.76	1
