100	0.000000	0.000239	0.000186	0.000362	0.000239	0.000451	0.000244	0.000359	0.000365	0.000487	0.000418	0.000419	0.000119	0.000303	0.000252	0.000239	0.000000	
400	0.000000	0.000239	0.000372	0.000443	0.000256	0.000522	0.000687	0.000614	0.000668	0.000605	0.000547	0.000467	0.000268	0.000355	0.000311	0.000239	0.000000	
700	0.000000	0.000239	0.000393	0.000492	0.000318	0.000626	0.000740	0.000746	0.000776	0.000710	0.000673	0.000548	0.000526	0.000402	0.000364	0.000239	0.000000	
1000	0.000000	0.000239	0.000397	0.000510	0.000423	0.000675	0.000755	0.000775	0.000797	0.000758	0.000724	0.000619	0.000581	0.000441	0.000388	0.000239	0.000000	
1300	0.000000	0.000239	0.000399	0.000518	0.000516	0.000696	0.000762	0.000787	0.000805	0.000778	0.000745	0.000660	0.000601	0.000472	0.000398	0.000239	0.000000	
