'y-axis saved as y
'x,ear_i_0fillin_inbi_032821.xy,Bkg,Ycalc,Diff,Structure
17.685,188,156.708383,156.721287,31.2787134,156.721287
17.7,167,156.590524,156.603878,10.3961223,156.603878
17.715,169,156.472714,156.486543,12.5134568,156.486543
17.73,176,156.354956,156.369285,19.630715,156.369285
17.745,159,156.237248,156.252105,2.74789512,156.252105
17.76,152,156.11959,156.135005,-4.13500507,156.135005
17.775,182,156.001983,156.017988,25.9820122,156.017988
17.79,179,155.884427,155.901056,23.0989444,155.901056
17.805,170,155.766921,155.784211,14.2157887,155.784211
17.82,183,155.649466,155.667458,27.332542,155.667458
17.835,170,155.532061,155.550799,14.4492011,155.550799
17.85,170,155.414708,155.434238,14.5657622,155.434238
17.865,162,155.297405,155.317779,6.68222121,155.317779
17.88,164,155.180153,155.201427,8.7985735,155.201427
17.895,158,155.062952,155.085186,2.91481411,155.085186
17.91,156,154.945802,154.969063,1.03093727,154.969063
17.925,155,154.828703,154.853063,0.146936831,154.853063
17.94,168,154.711655,154.737194,13.2628056,154.737194
17.955,162,154.594657,154.621464,7.3785357,154.621464
17.97,182,154.477711,154.505882,27.4941181,154.505882
17.985,161,154.360816,154.390457,6.60954301,154.390457
18,174,154.243972,154.275201,19.7247986,154.275201
18.015,181,154.12718,154.160128,26.8398723,154.160128
18.03,163,154.010438,154.045251,8.95474895,154.045251
18.045,165,153.893748,153.930588,11.0694119,153.930588
18.06,172,153.777109,153.816159,18.1838414,153.816159
18.075,173,153.660521,153.701985,19.2980153,153.701985
18.09,167,153.543985,153.588093,13.4119073,153.588093
18.105,177,153.4275,153.474512,23.5254875,153.474512
18.12,161,153.311067,153.36128,7.63872016,153.36128
18.135,161,153.194685,153.248436,7.75156429,153.248436
18.15,162,153.078354,153.13603,8.86397015,153.13603
18.165,156,152.962075,153.02412,2.97588041,153.02412
18.18,166,152.845848,152.912775,13.0872245,152.912775
18.195,189,152.729672,152.80208,36.19792,152.80208
18.21,185,152.613548,152.692136,32.3078642,152.692136
18.225,170,152.497475,152.583065,17.4169352,152.583065
18.24,156,152.381454,152.475021,3.52497922,152.475021
18.255,164,152.265485,152.36819,11.63181,152.36819
18.27,190,152.149568,152.262811,37.7371889,152.262811
18.285,168,152.033702,152.15918,15.8408204,152.15918
18.3,158,151.917889,152.057681,5.94231857,152.057681
18.315,169,151.802127,151.958807,17.0411932,151.958807
18.33,164,151.686417,151.863211,12.1367885,151.863211
18.345,158,151.570759,151.771754,6.22824591,151.771754
18.36,165,151.455153,151.685618,13.3143823,151.685618
18.375,177,151.339599,151.606411,25.3935893,151.606411
18.39,166,151.224097,151.536448,14.4635525,151.536448
18.405,159,151.108648,151.479153,7.52084657,151.479153
18.42,177,150.99325,151.440576,25.5594237,151.440576
18.435,186,150.877905,151.434662,34.5653377,151.434662
18.45,160,150.762611,151.502915,8.49708453,151.502915
18.465,172,150.64737,151.768468,20.2315325,151.768468
18.48,184,150.532181,152.542667,31.4573331,152.542667
18.495,169,150.417045,154.416199,14.5838009,154.416199
18.51,179,150.301961,158.135815,20.8641853,158.135815
18.525,192,150.186929,164.013115,27.9868851,164.013115
18.54,172,150.071949,171.089289,0.910710512,171.089289
18.555,183,149.957022,176.682838,6.31716181,176.682838
18.57,184,149.842148,177.407528,6.59247196,177.407528
18.585,191,149.727326,172.658287,18.341713,172.658287
18.6,165,149.612556,165.429226,-0.429226408,165.429226
18.615,173,149.49784,158.81242,14.1875798,158.81242
18.63,160,149.383175,154.248496,5.751504,154.248496
18.645,169,149.268563,151.695457,17.3045433,151.695457
18.66,195,149.154004,150.45445,44.5455496,150.45445
18.675,175,149.039498,149.858212,25.1417879,149.858212
18.69,168,148.925044,149.522956,18.4770437,149.522956
18.705,160,148.810644,149.284497,10.7155028,149.284497
18.72,149,148.696296,149.086198,-0.0861984835,149.086198
18.735,162,148.582,148.909268,13.0907322,148.909268
18.75,159,148.467758,148.746357,10.2536429,148.746357
18.765,157,148.353568,148.593494,8.40650573,148.593494
18.78,155,148.239432,148.448142,6.55185794,148.448142
18.795,173,148.125348,148.308504,24.6914956,148.308504
18.81,154,148.011318,148.173309,5.82669082,148.173309
18.825,152,147.89734,148.041607,3.95839349,148.041607
18.84,166,147.783416,147.912699,18.0873008,147.912699
18.855,172,147.669544,147.786049,24.2139513,147.786049
18.87,200,147.555726,147.661249,52.3387515,147.661249
18.885,191,147.441961,147.537976,43.4620242,147.537976
18.9,164,147.328249,147.415981,16.5840187,147.415981
18.915,178,147.21459,147.295062,30.7049377,147.295062
18.93,175,147.100985,147.175059,27.8249406,147.175059
18.945,138,146.987432,147.05584,-9.05584024,147.05584
18.96,156,146.873933,146.937299,9.06270075,146.937299
18.975,160,146.760488,146.819347,13.1806529,146.819347
18.99,178,146.647096,146.701912,31.2980883,146.701912
19.005,164,146.533757,146.584931,17.4150689,146.584931
19.02,160,146.420472,146.468355,13.5316454,146.468355
19.035,159,146.30724,146.352138,12.6478618,146.352138
19.05,184,146.194061,146.236246,37.7637544,146.236246
19.065,164,146.080937,146.120645,17.8793553,146.120645
19.08,158,145.967865,146.005309,11.9946911,146.005309
19.095,173,145.854848,145.890215,27.1097854,145.890215
19.11,171,145.741884,145.775342,25.2246581,145.775342
19.125,160,145.628973,145.660673,14.3393272,145.660673
19.14,160,145.516117,145.546193,14.4538075,145.546193
19.155,160,145.403314,145.431887,14.5681127,145.431887
19.17,160,145.290564,145.317746,14.6822545,145.317746
19.185,181,145.177869,145.203757,35.7962433,145.203757
19.2,156,145.065227,145.089912,10.9100881,145.089912
19.215,159,144.95264,144.976203,14.0237973,144.976203
19.23,169,144.840106,144.862622,24.1373779,144.862622
19.245,163,144.727626,144.749163,18.2508366,144.749163
19.26,168,144.6152,144.635821,23.3641788,144.635821
19.275,161,144.502828,144.52259,16.47741,144.52259
19.29,150,144.39051,144.409465,5.59053454,144.409465
19.305,166,144.278245,144.296443,21.7035568,144.296443
19.32,162,144.166035,144.18352,17.8164804,144.18352
19.335,163,144.05388,144.070691,18.9293088,144.070691
19.35,160,143.941778,143.957955,16.0420451,143.957955
19.365,148,143.82973,143.845308,4.15469197,143.845308
19.38,148,143.717737,143.732748,4.267252,143.732748
19.395,147,143.605797,143.620272,3.37972752,143.620272
19.41,161,143.493912,143.507879,17.4921206,143.507879
19.425,150,143.382082,143.395567,6.60443311,143.395567
19.44,168,143.270305,143.283333,24.7166668,143.283333
19.455,160,143.158583,143.171177,16.8288234,143.171177
19.47,160,143.046915,143.059096,16.9409043,143.059096
19.485,174,142.935302,142.947089,31.0529108,142.947089
19.5,173,142.823743,142.835156,30.1648441,142.835156
19.515,187,142.712238,142.723294,44.2767055,142.723294
19.53,169,142.600788,142.611504,26.3884959,142.611504
19.545,164,142.489392,142.499784,21.5002164,142.499784
19.56,164,142.378051,142.388132,21.6118678,142.388132
19.575,138,142.266765,142.276549,-4.27654907,142.276549
19.59,171,142.155533,142.165033,28.8349666,142.165033
19.605,163,142.044356,142.053585,20.9464155,142.053585
19.62,151,141.933233,141.942202,9.05779821,141.942202
19.635,144,141.822165,141.830885,2.16911545,141.830885
19.65,141,141.711152,141.711152,-0.711151865,141.711152
19.665,137,141.600193,141.600193,-4.60019333,141.600193
19.68,158,141.48929,141.48929,16.5107104,141.48929
19.695,136,141.378441,141.378441,-5.37844057,141.378441
19.71,155,141.267646,141.267646,13.7323536,141.267646
19.725,163,141.156907,141.156907,21.8430929,141.156907
19.74,167,141.046223,141.046223,25.9537774,141.046223
19.755,154,140.935593,140.935593,13.0644069,140.935593
19.77,145,140.825018,140.825018,4.17498153,140.825018
19.785,149,140.714499,140.714499,8.28550118,140.714499
19.8,154,140.604034,140.604034,13.3959659,140.604034
19.815,158,140.493624,140.493624,17.5063755,140.493624
19.83,151,140.38327,140.38327,10.6167301,140.38327
19.845,144,140.27297,140.27297,3.72702968,140.27297
19.86,162,140.162726,140.162726,21.8372741,140.162726
19.875,144,140.052537,140.052537,3.94746345,140.052537
19.89,133,139.942402,139.942402,-6.94240238,139.942402
19.905,160,139.832323,139.832323,20.1676766,139.832323
19.92,164,139.7223,139.7223,24.2777004,139.7223
19.935,152,139.612331,139.612331,12.3876689,139.612331
19.95,155,139.502418,139.502418,15.4975822,139.502418
19.965,148,139.39256,139.39256,8.60744024,139.39256
19.98,142,139.282757,139.282757,2.71724292,139.282757
19.995,134,139.17301,139.17301,-5.17300975,139.17301
20.01,127,139.063318,139.063318,-12.0633178,139.063318
20.025,145,138.953681,138.953681,6.04631879,138.953681
20.04,170,138.8441,138.8441,31.1558999,138.8441
20.055,157,138.734574,138.734574,18.2654256,138.734574
20.07,145,138.625104,138.625104,6.37489584,138.625104
20.085,150,138.515689,138.515689,11.4843106,138.515689
20.1,149,138.40633,138.40633,10.5936697,138.40633
20.115,156,138.297027,138.297027,17.7029733,138.297027
20.13,161,138.187779,138.187779,22.8122214,138.187779
20.145,151,138.078586,138.078586,12.9214138,138.078586
20.16,155,137.969449,137.969449,17.0305506,137.969449
20.175,148,137.860368,137.860368,10.1396317,137.860368
20.19,157,137.751343,137.751343,19.2486571,137.751343
20.205,169,137.642373,137.642373,31.3576269,137.642373
20.22,164,137.533459,137.533459,26.4665408,137.533459
20.235,146,137.424601,137.424601,8.57539904,137.424601
20.25,151,137.315799,137.315799,13.6842015,137.315799
20.265,137,137.207052,137.207052,-0.207051954,137.207052
20.28,160,137.098361,137.098361,22.9016388,137.098361
20.295,149,136.989726,136.989726,12.0102737,136.989726
20.31,147,136.881147,136.881147,10.1188526,136.881147
20.325,136,136.772624,136.772624,-0.77262431,136.772624
20.34,148,136.664157,136.664157,11.3358428,136.664157
20.355,160,136.555746,136.555746,23.4442539,136.555746
20.37,163,136.447391,136.447391,26.5526091,136.447391
20.385,146,136.339092,136.339092,9.66090815,136.339092
20.4,151,136.230849,136.230849,14.7691512,136.230849
20.415,162,136.122662,136.122662,25.8773382,136.122662
20.43,148,136.014531,136.014531,11.9854691,136.014531
20.445,155,135.906456,135.906456,19.0935438,135.906456
20.46,144,135.798438,135.798438,8.20156241,135.798438
20.475,136,135.690475,135.690475,0.309524834,135.690475
20.49,144,135.582569,135.582569,8.41743106,135.582569
20.505,145,135.474719,135.474719,9.52528105,135.474719
20.52,148,135.366925,135.366925,12.6330748,135.366925
20.535,152,135.259188,135.259188,16.7408123,135.259188
20.55,142,135.151507,135.151507,6.84849344,135.151507
20.565,162,135.043882,135.043882,26.9561183,135.043882
20.58,134,134.936313,134.936313,-0.936313216,134.936313
20.595,134,134.828801,134.828801,-0.828801092,134.828801
20.61,139,134.721345,134.721345,4.27865463,134.721345
20.625,152,134.613946,134.613946,17.3860539,134.613946
20.64,124,134.506603,134.506603,-10.5066032,134.506603
20.655,165,134.399317,134.399317,30.6006832,134.399317
20.67,145,134.292087,134.292087,10.7079131,134.292087
20.685,127,134.184914,134.184914,-7.18491356,134.184914
20.7,151,134.077797,134.077797,16.9222033,134.077797
20.715,165,133.970736,133.970736,31.0292635,133.970736
20.73,139,133.863733,133.863733,5.13626721,133.863733
20.745,180,133.756786,133.756786,46.2432143,133.756786
20.76,149,133.649895,133.649895,15.3501047,133.649895
20.775,147,133.543062,133.543062,13.4569384,133.543062
20.79,134,133.436284,133.436284,0.56371552,133.436284
20.805,139,133.329564,133.329564,5.67043588,133.329564
20.82,148,133.2229,133.2229,14.7770995,133.2229
20.835,134,133.116294,133.116294,0.883706391,133.116294
20.85,138,133.009744,133.009744,4.99025649,133.009744
20.865,153,132.90325,132.90325,20.0967498,132.90325
20.88,163,132.796814,132.796814,30.2031862,132.796814
20.895,158,132.690434,132.690434,25.3095659,132.690434
20.91,145,132.584111,132.584111,12.4158886,132.584111
20.925,155,132.477846,132.477846,22.5221545,132.477846
20.94,159,132.371637,132.371637,26.6283634,132.371637
20.955,154,132.265485,132.265485,21.7345154,132.265485
20.97,151,132.15939,132.15939,18.8406104,132.15939
20.985,155,132.053352,132.053352,22.9466485,132.053352
21,137,131.94737,131.94737,5.05262951,131.94737
21.015,131,131.841446,131.841446,-0.841446489,131.841446
21.03,161,131.73558,131.73558,29.2644205,131.73558
21.045,140,131.62977,131.62977,8.37023033,131.62977
21.06,146,131.524017,131.524017,14.4759831,131.524017
21.075,162,131.418321,131.418321,30.5816788,131.418321
21.09,159,131.312683,131.312683,27.6873173,131.312683
21.105,152,131.207101,131.207101,20.7928986,131.207101
21.12,152,131.101577,131.101577,20.8984228,131.101577
21.135,142,130.99611,130.99611,11.0038897,130.99611
21.15,136,130.890701,130.890701,5.10929942,130.890701
21.165,147,130.785348,130.785348,16.2146519,130.785348
21.18,150,130.680053,130.680053,19.3199471,130.680053
21.195,128,130.574815,130.574815,-2.57481506,130.574815
21.21,159,130.469634,130.469634,28.5303655,130.469634
21.225,139,130.364511,130.364511,8.63548873,130.364511
21.24,143,130.259445,130.259445,12.7405546,130.259445
21.255,157,130.154437,130.154437,26.8455631,130.154437
21.27,129,130.049486,130.049486,-1.04948588,130.049486
21.285,138,129.944592,129.944592,8.05540776,129.944592
21.3,141,129.839756,129.839756,11.160244,129.839756
21.315,135,129.734977,129.734977,5.26502267,129.734977
21.33,155,129.630256,129.630256,25.3697439,129.630256
21.345,126,129.525592,129.525592,-3.52559238,129.525592
21.36,158,129.420986,129.420986,28.5790138,129.420986
21.375,157,129.316438,129.316438,27.6835624,129.316438
21.39,140,129.211947,129.211947,10.7880535,129.211947
21.405,130,129.107513,129.107513,0.892486921,129.107513
21.42,135,129.003137,129.003137,5.99686275,129.003137
21.435,131,128.898819,128.898819,2.10118095,128.898819
21.45,151,128.794559,128.794559,22.2054415,128.794559
21.465,138,128.690356,128.690356,9.30964434,128.690356
21.48,139,128.586211,128.586211,10.4137895,128.586211
21.495,137,128.482123,128.482123,8.51787692,128.482123
21.51,131,128.378093,128.378093,2.62190661,128.378093
21.525,147,128.274121,128.274121,18.7258785,128.274121
21.54,157,128.170207,128.170207,28.8297927,128.170207
21.555,155,128.066351,128.066351,26.933649,128.066351
21.57,135,127.962552,127.962552,7.03744754,127.962552
21.585,136,127.858812,127.858812,8.14118821,127.858812
21.6,135,127.755129,127.755129,7.24487102,127.755129
21.615,144,127.651504,127.651504,16.3484959,127.651504
21.63,130,127.547937,127.547937,2.45206297,127.547937
21.645,136,127.444428,127.444428,8.55557207,127.444428
21.66,132,127.340977,127.340977,4.65902322,127.340977
21.675,122,127.237584,127.237584,-5.23758359,127.237584
21.69,127,127.134248,127.134248,-0.13424838,127.134248
21.705,138,127.030971,127.030971,10.9690288,127.030971
21.72,141,126.927752,126.927752,14.072248,126.927752
21.735,139,126.824591,126.824591,12.1754091,126.824591
21.75,126,126.721488,126.721488,-0.721487776,126.721488
21.765,130,126.618443,126.618443,3.38155722,126.618443
21.78,147,126.515456,126.515456,20.4845441,126.515456
21.795,136,126.412527,126.412527,9.58747289,126.412527
21.81,146,126.309656,126.309656,19.6903435,126.309656
21.825,139,126.206844,126.206844,12.793156,126.206844
21.84,120,126.10409,126.10409,-6.10408969,126.10409
21.855,133,126.001394,126.001394,6.99860642,126.001394
21.87,126,125.898756,125.898756,0.101244311,125.898756
21.885,123,125.796176,125.796176,-2.79617603,125.796176
21.9,139,125.693655,125.693655,13.3063454,125.693655
21.915,140,125.591191,125.591191,14.4088085,125.591191
21.93,145,125.488787,125.488787,19.5112133,125.488787
21.945,130,125.38644,125.38644,4.61355988,125.38644
21.96,133,125.284152,125.284152,7.71584808,125.284152
21.975,134,125.181922,125.181922,8.81807794,125.181922
21.99,141,125.079751,125.079751,15.9202494,125.079751
22.005,146,124.977637,124.977637,21.0223625,124.977637
22.02,144,124.875583,124.875583,19.1244172,124.875583
22.035,145,124.773586,124.773586,20.2264135,124.773586
22.05,144,124.671649,124.671649,19.3283514,124.671649
22.065,117,124.569769,124.569769,-7.56976923,124.569769
22.08,138,124.467948,124.467948,13.5320517,124.467948
22.095,128,124.366186,124.366186,3.63381411,124.366186
22.11,126,124.264482,124.264482,1.73551803,124.264482
22.125,139,124.162837,124.162837,14.8371634,124.162837
22.14,141,124.06125,124.06125,16.9387503,124.06125
22.155,136,123.959721,123.959721,12.0402785,123.959721
22.17,132,123.858252,123.858252,8.14174822,123.858252
22.185,130,123.756841,123.756841,6.24315932,123.756841
22.2,133,123.655488,123.655488,9.34451179,123.655488
22.215,129,123.554194,123.554194,5.44580563,123.554194
22.23,134,123.452959,123.452959,10.5470408,123.452959
22.245,140,123.351783,123.351783,16.6482173,123.351783
22.26,135,123.250665,123.250665,11.7493352,123.250665
22.275,138,123.149606,123.149606,14.8503943,123.149606
22.29,120,123.048605,123.048605,-3.04860529,123.048605
22.305,126,122.947664,122.947664,3.05233637,122.947664
22.32,132,122.846781,122.846781,9.15321928,122.846781
22.335,132,122.745957,122.745957,9.25404342,122.745957
22.35,134,122.645191,122.645191,11.3548088,122.645191
22.365,143,122.544485,122.544485,20.4555153,122.544485
22.38,151,122.443837,122.443837,28.556163,122.443837
22.395,141,122.343248,122.343248,18.6567519,122.343248
22.41,147,122.242718,122.242718,24.7572819,122.242718
22.425,132,122.142247,122.142247,9.85775307,122.142247
22.44,127,122.041835,122.041835,4.95816532,122.041835
22.455,114,121.941481,121.941481,-7.94148133,121.941481
22.47,133,121.841187,121.841187,11.1588131,121.841187
22.485,154,121.740951,121.740951,32.2590486,121.740951
22.5,127,121.640775,121.640775,5.3592251,121.640775
22.515,124,121.540657,121.540657,2.45934265,121.540657
22.53,118,121.440599,121.440599,-3.44059879,121.440599
22.545,122,121.340599,121.340599,0.659400768,121.340599
22.56,135,121.240659,121.240659,13.7593413,121.240659
22.575,117,121.140777,121.140777,-4.1407772,121.140777
22.59,138,121.040955,121.040955,16.9590452,121.040955
22.605,156,120.941191,120.941191,35.0588086,120.941191
22.62,134,120.841487,120.841487,13.1585129,120.841487
22.635,136,120.741842,120.741842,15.2581581,120.741842
22.65,121,120.642256,120.642256,0.35774417,120.642256
22.665,120,120.542729,120.542729,-0.542728892,120.542729
22.68,117,120.443261,120.443261,-3.4432611,120.443261
22.695,130,120.343852,120.343852,9.65614752,120.343852
22.71,128,120.244503,120.244503,7.75549697,120.244503
22.725,124,120.145213,120.145213,3.85478722,120.145213
22.74,118,120.045982,120.045982,-2.04598174,120.045982
22.755,114,119.94681,119.94681,-5.94680993,119.94681
22.77,126,119.847697,119.847697,6.15230264,119.847697
22.785,129,119.748644,119.748644,9.25135596,119.748644
22.8,141,119.64965,119.64965,21.35035,119.64965
22.815,134,119.550715,119.550715,14.4492848,119.550715
22.83,135,119.45184,119.45184,15.5481602,119.45184
22.845,124,119.353024,119.353024,4.64697636,119.353024
22.86,135,119.254267,119.254267,15.7457332,119.254267
22.875,137,119.155569,119.155569,17.8444306,119.155569
22.89,120,119.056931,119.056931,0.943068726,119.056931
22.905,123,118.958353,118.958353,4.04164745,118.958353
22.92,154,118.859833,118.859833,35.1401668,118.859833
22.935,134,118.761373,118.761373,15.2386267,118.761373
22.95,126,118.662973,118.662973,7.33702722,118.662973
22.965,122,118.564632,118.564632,3.43536829,118.564632
22.98,119,118.46635,118.46635,0.533649914,118.46635
22.995,122,118.368128,118.368128,3.63187208,118.368128
23.01,117,118.269965,118.269965,-1.26996524,118.269965
23.025,109,118.171862,118.171862,-9.17186205,118.171862
23.04,124,118.073818,118.073818,5.92618164,118.073818
23.055,122,117.975834,117.975834,4.0241658,117.975834
23.07,127,117.87791,117.87791,9.12209043,117.87791
23.085,119,117.780044,117.780044,1.21995551,117.780044
23.1,114,117.682239,117.682239,-3.68223897,117.682239
23.115,125,117.584493,117.584493,7.41550698,117.584493
23.13,122,117.486807,117.486807,4.51319333,117.486807
23.145,127,117.38918,117.38918,9.61082008,117.38918
23.16,140,117.291613,117.291613,22.7083872,117.291613
23.175,125,117.194105,117.194105,7.80589472,117.194105
23.19,128,117.096657,117.096657,10.9033426,117.096657
23.205,136,116.999269,116.999269,19.0007308,116.999269
23.22,130,116.901941,116.901941,13.0980593,116.901941
23.235,142,116.804672,116.804672,25.1953281,116.804672
23.25,110,116.707463,116.707463,-6.70746272,116.707463
23.265,127,116.610313,116.610313,10.3896867,116.610313
23.28,128,116.513224,116.513224,11.4867764,116.513224
23.295,126,116.416194,116.416194,9.58380638,116.416194
23.31,131,116.319223,116.319223,14.6807766,116.319223
23.325,119,116.222313,116.222313,2.77768705,116.222313
23.34,112,116.125462,116.125462,-4.12546228,116.125462
23.355,118,116.028671,116.028671,1.97132861,116.028671
23.37,113,115.93194,115.93194,-2.93194031,115.93194
23.385,138,115.835269,115.835269,22.1647309,115.835269
23.4,128,115.738658,115.738658,12.2613424,115.738658
23.415,115,115.642106,115.642106,-0.642106026,115.642106
23.43,108,115.545614,115.545614,-7.54561429,115.545614
23.445,104,115.449182,115.449182,-11.4491824,115.449182
23.46,126,115.35281,115.35281,10.6471896,115.35281
23.475,126,115.256498,115.256498,10.7435017,115.256498
23.49,123,115.160246,115.160246,7.83975387,115.160246
23.505,121,115.064054,115.064054,5.93594615,115.064054
23.52,116,114.967922,114.967922,1.03207849,114.967922
23.535,121,114.871849,114.871849,6.1281509,114.871849
23.55,129,114.775837,114.775837,14.2241634,114.775837
23.565,142,114.679884,114.679884,27.3201158,114.679884
23.58,121,114.583992,114.583992,6.41600836,114.583992
23.595,126,114.488159,114.488159,11.5118409,114.488159
23.61,125,114.392387,114.392387,10.6076134,114.392387
23.625,130,114.296674,114.296674,15.7033259,114.296674
23.64,123,114.201022,114.201022,8.79897838,114.201022
23.655,131,114.105429,114.105429,16.8945708,114.105429
23.67,119,114.009897,114.009897,4.99010322,114.009897
23.685,113,113.914424,113.914424,-0.914424447,113.914424
23.7,119,113.819012,113.819012,5.18098781,113.819012
23.715,125,113.72366,113.72366,11.27634,113.72366
23.73,114,113.628368,113.628368,0.371632075,113.628368
23.745,113,113.533136,113.533136,-0.533135949,113.533136
23.76,103,113.437964,113.437964,-10.4379641,113.437964
23.775,108,113.342852,113.380978,-5.38097769,113.380978
23.79,112,113.247801,113.286775,-1.28677494,113.286775
23.805,122,113.152809,113.192661,8.8073391,113.192661
23.82,116,113.057878,113.098637,2.90136293,113.098637
23.835,125,112.963007,113.004705,11.9952953,113.004705
23.85,105,112.868196,112.910865,-7.91086531,112.910865
23.865,117,112.773445,112.81712,4.18287961,112.81712
23.88,130,112.678755,112.723472,17.2765282,112.723472
23.895,142,112.584125,112.629921,29.370079,112.629921
23.91,120,112.489554,112.53647,7.46352997,112.53647
23.925,124,112.395045,112.443121,11.5568793,112.443121
23.94,131,112.300595,112.349875,18.6501246,112.349875
23.955,104,112.206206,112.256736,-8.25673595,112.256736
23.97,90,112.111877,112.163705,-22.1637051,112.163705
23.985,116,112.017608,112.070785,3.92921504,112.070785
24,126,111.923399,111.977979,14.0220214,111.977979
24.015,113,111.829251,111.885289,1.11471147,111.885289
24.03,108,111.735163,111.792718,-3.79271815,111.792718
24.045,111,111.641136,111.70027,-0.70027032,111.70027
24.06,122,111.547169,111.607949,10.3920511,111.607949
24.075,109,111.453262,111.515757,-2.51575729,111.515757
24.09,116,111.359415,111.4237,4.57630017,111.4237
24.105,116,111.265629,111.33178,4.66821965,111.33178
24.12,107,111.171903,111.240004,-4.24000395,111.240004
24.135,111,111.078238,111.148375,-0.148375035,111.148375
24.15,110,110.984633,111.056899,-1.05689947,111.056899
24.165,111,110.891088,110.965582,0.0344176407,110.965582
24.18,93,110.797604,110.874431,-17.8744305,110.874431
24.195,114,110.704181,110.78345,3.21655011,110.78345
24.21,116,110.610817,110.692648,5.3073516,110.692648
24.225,115,110.517514,110.602033,4.39796697,110.602033
24.24,109,110.424272,110.511613,-1.51161303,110.511613
24.255,110,110.33109,110.421397,-0.421396633,110.421397
24.27,115,110.237968,110.331395,4.66860531,110.331395
24.285,130,110.144907,110.241617,19.758383,110.241617
24.3,125,110.051907,110.152076,14.8479237,110.152076
24.315,105,109.958967,110.062784,-5.06278429,110.062784
24.33,104,109.866087,109.973756,-5.97375619,109.973756
24.345,105,109.773268,109.885006,-4.88500596,109.885006
24.36,114,109.68051,109.796552,4.20344823,109.796552
24.375,109,109.587812,109.708411,-0.708410517,109.708411
24.39,114,109.495174,109.803438,4.19656215,109.803438
24.405,120,109.402598,109.720039,10.2799613,109.720039
24.42,137,109.310081,109.637157,27.3628427,109.637157
24.435,115,109.217626,109.554825,5.44517453,109.554825
24.45,101,109.12523,109.473082,-8.47308157,109.473082
24.465,113,109.032896,109.391964,3.60803595,109.391964
24.48,127,108.940622,109.31152,17.6884803,109.31152
24.495,123,108.848408,109.231795,13.7682046,109.231795
24.51,119,108.756256,109.152848,9.84715155,109.152848
24.525,114,108.664164,109.074737,4.92526312,109.074737
24.54,109,108.572132,108.997532,0.00246824207,108.997532
24.555,113,108.480161,108.921305,4.07869464,108.921305
24.57,96,108.388251,108.846147,-12.8461469,108.846147
24.585,104,108.296401,108.772148,-4.7721476,108.772148
24.6,98,108.204613,108.699421,-10.6994208,108.699421
24.615,110,108.112884,108.628084,1.37191648,108.628084
24.63,140,108.021217,108.558282,31.4417185,108.558282
24.645,128,107.92961,108.490167,19.509833,108.490167
24.66,101,107.838064,108.423931,-7.4239307,108.423931
24.675,102,107.746578,108.359774,-6.35977378,108.359774
24.69,106,107.655154,108.29795,-2.29795008,108.29795
24.705,101,107.56379,108.238731,-7.2387307,108.238731
24.72,112,107.472486,108.18246,3.81753995,108.18246
24.735,117,107.381244,108.129511,8.87048885,108.129511
24.75,127,107.290062,108.080362,18.9196383,108.080362
24.765,124,107.198941,108.035537,15.9644628,108.035537
24.78,109,107.10788,107.995717,1.00428299,107.995717
24.795,112,107.016881,107.961662,4.03833823,107.961662
24.81,119,106.925942,107.934365,11.0656348,107.934365
24.825,131,106.835064,107.914963,23.0850371,107.914963
24.84,116,106.744247,107.904957,8.09504291,107.904957
24.855,122,106.65349,107.906104,14.0938961,107.906104
24.87,114,106.562795,107.920763,6.07923744,107.920763
24.885,121,106.47216,107.951764,13.0482356,107.951764
24.9,126,106.381586,108.002986,17.9970136,108.002986
24.915,118,106.291073,108.079244,9.92075634,108.079244
24.93,106,106.20062,108.187395,-2.18739451,108.187395
24.945,129,106.110229,108.336819,20.6631813,108.336819
24.96,115,106.019898,108.543505,6.45649457,108.543505
24.975,108,105.929628,108.837936,-0.837936258,108.837936
24.99,101,105.839419,109.29237,-8.29236988,109.29237
25.005,109,105.749271,110.076441,-1.07644134,110.076441
25.02,129,105.659184,111.578037,17.4219628,111.578037
25.035,141,105.569157,114.54295,26.4570503,114.54295
25.05,160,105.479192,120.209299,39.7907007,120.209299
25.065,145,105.389287,130.094421,14.905579,130.094421
25.08,173,105.299443,145.452838,27.5471617,145.452838
25.095,175,105.209661,166.10547,8.89453048,166.10547
25.11,206,105.119939,189.504523,16.4954765,189.504523
25.125,228,105.030278,210.201097,17.7989028,210.201097
25.14,239,104.940678,220.766215,18.233785,220.766215
25.155,230,104.851138,216.226157,13.7738429,216.226157
25.17,210,104.76166,198.767679,11.2323211,198.767679
25.185,182,104.672243,175.596847,6.40315325,175.596847
25.2,159,104.582886,153.222228,5.77777211,153.222228
25.215,143,104.493591,135.406969,7.59303076,135.406969
25.23,124,104.404357,123.240923,0.759077478,123.240923
25.245,118,104.315183,115.903449,2.09655055,115.903449
25.26,122,104.226071,111.906138,10.0938619,111.906138
25.275,126,104.137019,109.833936,16.1660639,109.833936
25.29,112,104.048028,108.749063,3.25093707,108.749063
25.305,100,103.959099,108.128079,-8.12807853,108.128079
25.32,118,103.87023,107.730791,10.2692086,107.730791
25.335,102,103.781423,107.454249,-5.45424917,107.454249
25.35,127,103.692676,107.257304,19.742696,107.257304
25.365,115,103.60399,107.121311,7.87868887,107.121311
25.38,113,103.515366,107.037312,5.96268777,107.037312
